Conference,Year,Title,DOI,Abstract,AuthorNames-Deduped,Award
EuroVis,2020,"v-plots: Designing Hybrid Charts for the Comparative Analysis of Data Distributions",10.1111/cgf.14002,,Michael Blumenschein;Luka J. Debbeler;Nadine C. Lages;Britta Renner;Daniel A. Keim;Mennatallah El-Assady,
EuroVis,2020,"Sublinear Time Force Computation for Big Complex Network Visualization",10.1111/cgf.14003,,Amyra Meidiana;Seok-Hee Hong 0001;Marnijati Torkel;Shijun Cai;Peter Eades,
EuroVis,2020,"Infomages: Embedding Data into Thematic Images",10.1111/cgf.14004,,Darius Coelho;Klaus Mueller 0001,
EuroVis,2020,"Canis: A High-Level Language for Data-Driven Chart Animations",10.1111/cgf.14005,,T. Ge;Y. Zhao;B. Lee;D. Ren;B. Chen;Y. Wang,
EuroVis,2020,"A Survey on Transit Map Layout - from Design, Machine, and Human Perspectives",10.1111/cgf.14030,,Hsiang-Yun Wu;Benjamin Niedermann;Shigeo Takahashi;Maxwell J. Roberts;Martin Nöllenburg,
EuroVis,2020,"The State of the Art in Map-Like Visualization",10.1111/cgf.14031,,Marius Hogräfer;Magnus Heitzler;Hans-Jörg Schulz,
EuroVis,2020,"Privacy-Preserving Data Visualization: Reflections on the State of the Art and Research Opportunities",10.1111/cgf.14032,,Kaustav Bhattacharjee;Min Chen 0001;Aritra Dasgupta,
EuroVis,2020,"Survey on Individual Differences in Visualization",10.1111/cgf.14033,,Zhengliang Liu;R. Jordan Crouser;Alvitta Ottley,
EuroVis,2020,"The State of the Art in Enhancing Trust in Machine Learning Models with the Use of Visualizations",10.1111/cgf.14034,,Angelos Chatzimparmpas;Rafael Messias Martins;Ilir Jusufi;Kostiantyn Kucher;Fabrice Rossi;Andreas Kerren,
EuroVis,2020,"Survey on the Analysis of User Interactions and Visualization Provenance",10.1111/cgf.14035,,Kai Xu 0003;Alvitta Ottley;Conny Walchshofer;Marc Streit;Remco Chang;John E. Wenskovitch,
EuroVis,2020,"A Survey of Seed Placement and Streamline Selection Techniques",10.1111/cgf.14036,,Sudhanshu Sane;Roxana Bujack;Christoph Garth;Hank Childs,
EuroVis,2020,"State of the Art in Time-Dependent Flow Topology: Interpreting Physical Meaningfulness Through Mathematical Properties",10.1111/cgf.14037,,Roxana Bujack;Lin Yan;Ingrid Hotz;Christoph Garth;Bei Wang 0001,
EuroVis,2019,"V-Awake: A Visual Analytics Approach for Correcting Sleep Predictions from Deep Learning Models",10.1111/cgf.13667,,Humberto S. Garcia Caballero;Michel A. Westenberg;Binyam Gebrekidan Gebre;Jarke J. van Wijk,
EuroVis,2019,"Optimizing Stepwise Animation in Dynamic Set Diagrams",10.1111/cgf.13668,,Kazuyo Mizuno;Hsiang-Yun Wu;Shigeo Takahashi;Takeo Igarashi,
EuroVis,2019,"Interactive Visualization of Flood and Heavy Rain Simulations",10.1111/cgf.13669,,Daniel Cornel;Andreas Buttinger-Kreuzhuber;Artem Konev;Zsolt Horváth;Michael Wimmer 0001;R. Heidrich;Jürgen Waser,
EuroVis,2019,"Follow The Clicks: Learning and Anticipating Mouse Interactions During Exploratory Data Analysis",10.1111/cgf.13670,,Alvitta Ottley;Roman Garnett;Ran Wan,
EuroVis,2019,"A framework for GPU-accelerated exploration of massive time-varying rectilinear scalar volumes",10.1111/cgf.13671,,Fabio Marton;Marco Agus;Enrico Gobbetti,
EuroVis,2019,"Latent Space Cartography: Visual Analysis of Vector Space Embeddings",10.1111/cgf.13672,,Yang Liu 0136;Eunice Jun;Qisheng Li;Jeffrey Heer,
EuroVis,2019,"Multiple Views: different meanings and collocated words",10.1111/cgf.13673,,Jonathan C. Roberts;Hayder Al-Maneea;Peter W. S. Butcher;Robert Lew;Geraint Rees 0002;Nirwan Sharma;Ana Frankenberg-Garcia,
EuroVis,2019,"DIVA: Exploration and Validation of Hypothesized Drug-Drug Interactions",10.1111/cgf.13674,,Tabassum Kakar;Xiao Qin 0003;Elke A. Rundensteiner;Lane Harrison;Sanjay K. Sahoo;Suranjan De,
EuroVis,2019,"CV3: Visual Exploration, Assessment, and Comparison of CVs",10.1111/cgf.13675,,Velitchko Andreev Filipov;Alessio Arleo;Paolo Federico 0001;Silvia Miksch,
EuroVis,2019,"VIAN: A Visual Annotation Tool for Film Analysis",10.1111/cgf.13676,,Gaudenz Halter;Rafael Ballester-Ripoll;Barbara Flückiger;Renato Pajarola,
EuroVis,2019,"An Ontological Framework for Supporting the Design and Evaluation of Visual Analytics Systems",10.1111/cgf.13677,,Min Chen 0001;David S. Ebert,
EuroVis,2019,"Characterizing Exploratory Visual Analysis: A Literature Review and Evaluation of Analytic Provenance in Tableau",10.1111/cgf.13678,,Leilani Battle;Jeffrey Heer,
EuroVis,2019,"Investigating Effects of Visual Anchors on Decision-Making about Misinformation",10.1111/cgf.13679,,Ryan Wesslen;Sashank Santhanam;Alireza Karduni;Isaac Cho;Samira Shaikh;Wenwen Dou,
EuroVis,2019,"An Exploratory User Study of Visual Causality Analysis",10.1111/cgf.13680,,Chi-Hsien (Eric) Yen;Aditya G. Parameswaran;Wai-Tat Fu,
EuroVis,2019,"A User-based Visual Analytics Workflow for Exploratory Model Analysis",10.1111/cgf.13681,,Dylan Cashman;Shah Rukh Humayoun;Florian Heimerl;Kendall Park;Subhajit Das 0002;John Thompson 0002;Bahador Saket;Abigail Mosca;John T. Stasko;Alex Endert;Michael Gleicher;Remco Chang,
EuroVis,2019,"Toward Understanding Representation Methods in Visualization Recommendations through Scatterplot Construction Tasks",10.1111/cgf.13682,,Sehi L'Yi;Youli Chang 0001;DongHwa Shin;Jinwook Seo,
EuroVis,2019,"Oui! Outlier Interpretation on Multi-dimensional Data via Visual Analytics",10.1111/cgf.13683,,Xun Zhao;Weiwei Cui;Yanhong Wu;Haidong Zhang;Huamin Qu;Dongmei Zhang 0001,
EuroVis,2019,"ClustMe: A Visual Quality Measure for Ranking Monochrome Scatterplots based on Cluster Patterns",10.1111/cgf.13684,,Mostafa M. Abbas;Michaël Aupetit 0001;Michael Sedlmair;Halima Bensmail,
EuroVis,2019,"SurgeryCuts: Embedding Additional Information in Maps without Occluding Features",10.1111/cgf.13685,,Marco Angelini;Juri Buchmüller;Daniel A. Keim;Philipp Meschenmoser;Giuseppe Santucci,
EuroVis,2019,"Visualizing for the Non-Visual: Enabling the Visually Impaired to Use Visualization",10.1111/cgf.13686,,Jinho Choi;Sanghun Jung;Deok Gun Park 0001;Jaegul Choo;Niklas Elmqvist,
EuroVis,2019,"The Dependent Vectors Operator",10.1111/cgf.13687,,Lutz Hofmann;Filip Sadlo,
EuroVis,2019,"A Visual Tool for the Analysis of Algorithms for Tomographic Fiber Reconstruction in Materials Science",10.1111/cgf.13688,,Bernhard Fröhler;Tim Elberfeld;Torsten Möller;Hans-Christian Hege;Johannes Weissenböck;Jan De Beenhouwer;Jan Sijbers;Johann Kastner;Christoph Heinzl,
EuroVis,2019,"Robust Reference Frame Extraction from Unsteady 2D Vector Fields with Convolutional Neural Networks",10.1111/cgf.13689,,Byungsoo Kim 0001;Tobias Günther,
EuroVis,2019,"An Interactive Visualization System for Large Sets of Phase Space Trajectories",10.1111/cgf.13690,,Tyson Neuroth;Franz Sauer;Kwan-Liu Ma,
EuroVis,2019,"Visualization of Equivalence in 2D Bivariate Fields",10.1111/cgf.13691,,Boyan Zheng;Bastian Rieck;Heike Leitte;Filip Sadlo,
EuroVis,2019,"Towards Glyphs for Uncertain Symmetric Second-Order Tensors",10.1111/cgf.13692,,Tim Gerrits;Christian Rössl;Holger Theisel,
EuroVis,2019,"Robust Extraction and Simplification of 2D Symmetric Tensor Field Topology",10.1111/cgf.13693,,Jochen Jankowai;Bei Wang 0001;Ingrid Hotz,
EuroVis,2019,"Visualization Support for Developing a Matrix Calculus Algorithm: A Case Study",10.1111/cgf.13694,,Joachim Giesen;Julien Klaus;Sören Laue;Ferdinand Schreck,
EuroVis,2019,"Examining Implicit Discretization in Spectral Schemes",10.1111/cgf.13695,,P. Samuel Quinan;Lace M. K. Padilla;Sarah H. Creem-Regehr;Miriah D. Meyer,
EuroVis,2019,"Bridging the Data Analysis Communication Gap Utilizing a Three-Component Summarized Line Graph",10.1111/cgf.13696,,Calvin Yau;Morteza Karimzadeh;Chittayong Surakitbanharn;Niklas Elmqvist;David S. Ebert,
EuroVis,2019,"ChronoCorrelator: Enriching Events with Time Series",10.1111/cgf.13697,,M. A. M. M. van Dortmont;Stef van den Elzen;Jarke J. van Wijk,
EuroVis,2019,"Visual-Interactive Preprocessing of Multivariate Time Series Data",10.1111/cgf.13698,,Jürgen Bernard;Marco Hutter 0002;Heiko Reinemuth;Hendrik Pfeifer;Christian Bors;Jörn Kohlhammer,
EuroVis,2019,"A Geometric Optimization Approach for the Detection and Segmentation of Multiple Aneurysms",10.1111/cgf.13699,,Kai Lawonn;Monique Meuschke;Ralph Wickenhöfer;Bernhard Preim;Klaus Hildebrandt,
EuroVis,2019,"Interactive Volumetric Visual Analysis of Glycogen-derived Energy Absorption in Nanometric Brain Structures",10.1111/cgf.13700,,Marco Agus;Corrado Calì;Ali K. Al-Awami;Enrico Gobbetti;Pierre J. Magistretti;Markus Hadwiger,
EuroVis,2019,"Analysis of Long Molecular Dynamics Simulations Using Interactive Focus+Context Visualization",10.1111/cgf.13701,,Jan Byska;Thomas Trautner;Sérgio M. Marques;Jirí Damborský;Barbora Kozlíková;Manuela Waldner,
EuroVis,2019,"Scalable Ray Tracing Using the Distributed FrameBuffer",10.1111/cgf.13702,,Will Usher 0001;Ingo Wald;Jefferson Amstutz;Johannes Günther 0001;Carson Brownlee;Valerio Pascucci,
EuroVis,2019,"Ray Tracing Generalized Tube Primitives: Method and Applications",10.1111/cgf.13703,,Mengjiao Han;Ingo Wald;Will Usher 0001;Qi Wu 0015;Feng Wang 0013;Valerio Pascucci;Charles D. Hansen;Christopher R. Johnson 0001,
EuroVis,2019,"Visual Analysis of Charge Flow Networks for Complex Morphologies",10.1111/cgf.13704,,Sathish Kottravel;Martin Falk;Talha Bin Masood;Mathieu Linares;Ingrid Hotz,
EuroVis,2019,"IGM-Vis: Analyzing Intergalactic and Circumgalactic Medium Absorption Using Quasar Sightlines in a Cosmic Web Context",10.1111/cgf.13705,,Joseph N. Burchett;David Abramov;Jasmine Otto;Cassia Artanegara;J. Xavier Prochaska;Angus G. Forbes,
EuroVis,2019,"Analysis of Decadal Climate Predictions with User-guided Hierarchical Ensemble Clustering",10.1111/cgf.13706,,Christopher P. Kappe;Michael Böttinger;Heike Leitte,
EuroVis,2019,"Evaluating image quality measures to assess the impact of lossy data compression applied to climate simulation data",10.1111/cgf.13707,,Allison H. Baker;Dorit Hammerling;Terece L. Turton,
EuroVis,2019,"Kyrix: Interactive Pan/Zoom Visualizations at Scale",10.1111/cgf.13708,,Wenbo Tao;Xiaoyu Liu;Yedi Wang;Leilani Battle;Çagatay Demiralp;Remco Chang;Michael Stonebraker,
EuroVis,2019,"Designing Animated Transitions to Convey Aggregate Operations",10.1111/cgf.13709,,Younghoon Kim;Michael Correll;Jeffrey Heer,
EuroVis,2019,"Hybrid Touch/Tangible Spatial 3D Data Selection",10.1111/cgf.13710,,Lonni Besançon;Mickaël Sereno;Lingyun Yu 0001;Mehdi Ammi;Tobias Isenberg 0001,
EuroVis,2019,"Focus+Context Exploration of Hierarchical Embeddings",10.1111/cgf.13711,,Thomas Höllt;Anna Vilanova;Nicola Pezzotti;Boudewijn P. F. Lelieveldt;Helwig Hauser,
EuroVis,2019,"Route-Aware Edge Bundling for Visualizing Origin-Destination Trails in Urban Traffic",10.1111/cgf.13712,,Wei Zeng 0004;Qiaomu Shen;Yuzhe Jiang;Alexandru C. Telea,
EuroVis,2019,"Bird's-Eye - Large-Scale Visual Analytics of City Dynamics using Social Location Data",10.1111/cgf.13713,,Robert Krüger;Qi Han 0006;Nikolay Ivanov;Sanae Mahtal;Dennis Thom;Hanspeter Pfister;Thomas Ertl,
EuroVis,2019,"Topic Tomographies (TopTom): a visual approach to distill information from media streams",10.1111/cgf.13714,,Beatrice Gobbo;Duilio Balsamo;Michele Mauri;Paolo Bajardi;André Panisson;Paolo Ciuccarelli,
EuroVis,2019,"Segmentifier: Interactive Refinement of Clickstream Data",10.1111/cgf.13715,,K. Dextras-Romagnino;Tamara Munzner,
EuroVis,2019,"Augmenting Tactile 3D Data Navigation With Pressure Sensing",10.1111/cgf.13716,,Xiyao Wang;Lonni Besançon;Mehdi Ammi;Tobias Isenberg 0001,
EuroVis,2019,"InsideInsights: Integrating Data-Driven Reporting in Collaborative Visual Analytics",10.1111/cgf.13717,,Andreas Mathisen;Tom Horak;Clemens Nylandsted Klokmose;Kaj Grønbæk;Niklas Elmqvist,
EuroVis,2019,"Investigating the Manual View Specification and Visualization by Demonstration Paradigms for Visualization Construction",10.1111/cgf.13718,,Bahador Saket;Alex Endert,
EuroVis,2019,"Linking and Layout: Exploring the Integration of Text and Visualization in Storytelling",10.1111/cgf.13719,,Qiyu Zhi;Alvitta Ottley;Ronald A. Metoyer,
EuroVis,2019,"Capture & Analysis of Active Reading Behaviors for Interactive Articles on the Web",10.1111/cgf.13720,,Matthew Conlen;Alex Kale;Jeffrey Heer,
EuroVis,2019,"netflower: Dynamic Network Visualization for Data Journalists",10.1111/cgf.13721,,Christina Stoiber;Alexander Rind;Florian Grassinger;Robert Gutounig;Eva Goldgruber;Michael Sedlmair;Stefan Emrich;Wolfgang Aigner,
EuroVis,2019,"Efficient Optimal Overlap Removal: Algorithms and Experiments",10.1111/cgf.13722,,Wouter Meulemans,
EuroVis,2019,"A stable graph layout algorithm for processes",10.1111/cgf.13723,,Robin J. P. Mennens;Roeland Scheepens;Michel A. Westenberg,
EuroVis,2019,"A Random Sampling O(n) Force-calculation Algorithm for Graph Layouts",10.1111/cgf.13724,,Robert Gove,
EuroVis,2019,"State-of-the-Art Report: Visual Computing in Radiation Therapy Planning",10.1111/cgf.13726,,Matthias Schlachter;Renata G. Raidou;Ludvig P. Muren;Bernhard Preim;Paul Martin Putora;Katja Bühler,
EuroVis,2019,"Tasks, Techniques, and Tools for Genomic Data Visualization",10.1111/cgf.13727,,Sabrina Nusrat;Theresa Anisja Harbig;Nils Gehlenborg,
EuroVis,2019,"The State of the Art in Visualizing Multivariate Networks",10.1111/cgf.13728,,Carolina Nobre;Miriah D. Meyer;Marc Streit;Alexander Lex,
EuroVis,2019,"External Labeling Techniques: A Taxonomy and Survey",10.1111/cgf.13729,,Michael A. Bekos;Benjamin Niedermann;Martin Nöllenburg,
EuroVis,2019,"A Review of Guidance Approaches in Visual Data Analysis: A Multifocal Perspective",10.1111/cgf.13730,,Davide Ceneda;Theresia Gschwandtner;Silvia Miksch,
EuroVis,2019,"The State of the Art in Visual Analysis Approaches for Ocean and Atmospheric Datasets",10.1111/cgf.13731,,Shehzad Afzal;Mohamad Mazen Hittawe;Sohaib Ghani;Tahira Jamil;Omar M. Knio;Markus Hadwiger;Kevin I.-J. Ho,
EuroVis,2019,"State-of-the-art in Multi-Light Image Collections for Surface Visualization and Analysis",10.1111/cgf.13732,,Ruggero Pintus;Tinsae Dulecha;Irina Ciortan;Enrico Gobbetti;Andrea Giachetti 0001,
EuroVis,2018,"Hierarchical Correlation Clustering in Multiple 2D Scalar Fields",10.1111/cgf.13396,,Tom Liebmann;Gunther H. Weber;Gerik Scheuermann,
EuroVis,2018,"Representative Consensus from Limited-Size Ensembles",10.1111/cgf.13397,,Mahsa Mirzargar;Ross T. Whitaker,
EuroVis,2018,"Time Lattice: A Data Structure for the Interactive Visual Analysis of Large Time Series",10.1111/cgf.13398,,Fabio Miranda 0001;Marcos Lage;Harish Doraiswamy;Charlie Mydlarz;Justin Salamon;Yitzchak Lockerman;Juliana Freire;Cláudio T. Silva,
EuroVis,2018,"Key Time Steps Selection for Large-Scale Time-Varying Volume Datasets Using an Information-Theoretic Storyboard",10.1111/cgf.13399,,Bo Zhou;Yi-Jen Chiang,
EuroVis,2018,"ChangeCatcher: Increasing Inter-author Awareness for Visualization Development",10.1111/cgf.13400,,Mona Hosseinkhani Loorak;Melanie Tory;Sheelagh Carpendale,
EuroVis,2018,"Towards Easy Comparison of Local Businesses Using Online Reviews",10.1111/cgf.13401,,Yong Wang 0021;Hammad Haleem;Conglei Shi;Yanhong Wu;Xun Zhao;Siwei Fu;Huamin Qu,
EuroVis,2018,"Chart Constellations: Effective Chart Summarization for Collaborative and Multi-User Analyses",10.1111/cgf.13402,,Shenyu Xu;Chris Bryan;Jianping Kelvin Li;Jian Zhao 0010;Kwan-Liu Ma,
EuroVis,2018,"Visualizing Expanded Query Results",10.1111/cgf.13403,,Michael Mazurek;Manuela Waldner,
EuroVis,2018,"Interactive Visual Exploration of Local Patterns in Large Scatterplot Spaces",10.1111/cgf.13404,,Mohammad Chegini;Lin Shao 0001;Robert Gregor;Dirk J. Lehmann;Keith Andrews;Tobias Schreck,
EuroVis,2018,"Fast and Accurate CNN-based Brushing in Scatterplots",10.1111/cgf.13405,,Chaoran Fan;Helwig Hauser,
EuroVis,2018,"Towards User-Centered Active Learning Algorithms",10.1111/cgf.13406,,Jürgen Bernard;Matthias Zeppelzauer;Markus Lehmann;Martin Müller;Michael Sedlmair,
EuroVis,2018,"Exploring the Visualization Design Space with Repertory Grids",10.1111/cgf.13407,,Kuno Kurzhals;Daniel Weiskopf,
EuroVis,2018,"Design Factors for Summary Visualization in Visual Analytics",10.1111/cgf.13408,,Alper Sarikaya;Michael Gleicher;Danielle Albers Szafir,
EuroVis,2018,"Assessing Effects of Task and Data Distribution on the Effectiveness of Visual Encodings",10.1111/cgf.13409,,Younghoon Kim;Jeffrey Heer,
EuroVis,2018,"The Perception of Graph Properties in Graph Layouts",10.1111/cgf.13410,,Utkarsh Soni;Yafeng Lu;Brett Hansen;Helen C. Purchase;Stephen G. Kobourov;Ross Maciejewski,
EuroVis,2018,"Explorative Blood Flow Visualization using Dynamic Line Filtering based on Surface Features",10.1111/cgf.13411,,Benjamin Behrendt;Philipp Berg;Oliver Beuing;Bernhard Preim;Sylvia Saalfeld,
EuroVis,2018,"Visual and quantitative analysis of great arteries' blood flow jets in cardiac 4D PC-MRI data",10.1111/cgf.13412,,Benjamin Köhler 0001;Matthias Grothoff;Matthias Gutberlet;Bernhard Preim,
EuroVis,2018,"Bladder Runner: Visual Analytics for the Exploration of RT-Induced Bladder Toxicity in a Cohort Study",10.1111/cgf.13413,,Renata G. Raidou;Oscar Casares-Magaz;Artem Amirkhanov;Vitali Moiseenko;Ludvig P. Muren;John P. Einck;Anna Vilanova;M. Eduard Gröller,
EuroVis,2018,"ConcaveCubes: Supporting Cluster-based Geographical Visualization in Large Data Scale",10.1111/cgf.13414,,Mingzhao Li 0001;Farhana Murtaza Choudhury;Zhifeng Bao;Hanan Samet;Timos Sellis,
EuroVis,2018,"Hypersliceplorer: Interactive visualization of shapes in multiple dimensions",10.1111/cgf.13415,,Thomas Torsney-Weir;Torsten Möller;Michael Sedlmair;Robert M. Kirby,
EuroVis,2018,"Exploring High-Dimensional Structure via Axis-Aligned Decomposition of Linear Projections",10.1111/cgf.13416,,Jayaraman J. Thiagarajan;Shusen Liu 0001;Karthikeyan Natesan Ramamurthy;Peer-Timo Bremer,
EuroVis,2018,"Interactive Analysis of Word Vector Embeddings",10.1111/cgf.13417,,Florian Heimerl;Michael Gleicher,
EuroVis,2018,"PixelSNE: Pixel-Aligned Stochastic Neighbor Embedding for Efficient 2D Visualization with Screen-Resolution Precision",10.1111/cgf.13418,,Minjeong Kim;Minsuk Choi;Sunwoong Lee;Jian Tang 0005;Haesun Park;Jaegul Choo,
EuroVis,2018,"Visualizing Multidimensional Data with Order Statistics",10.1111/cgf.13419,,Mukund Raj;Ross T. Whitaker,
EuroVis,2018,"Visualizing the Phase Space of Heterogeneous Inertial Particles in 2D Flows",10.1111/cgf.13420,,Irene Baeza Rojo;Markus H. Gross;Tobias Günther,
EuroVis,2018,"Visualization of 4D Vector Field Topology",10.1111/cgf.13421,,Lutz Hofmann;Bastian Rieck;Filip Sadlo,
EuroVis,2018,"An Approximate Parallel Vectors Operator for Multiple Vector Fields",10.1111/cgf.13422,,Tim Gerrits;Christian Rössl;Holger Theisel,
EuroVis,2018,"Core Lines in 3D Second-Order Tensor Fields",10.1111/cgf.13423,,Timo Oster;Christian Rössl;Holger Theisel,
EuroVis,2018,"Track Xplorer: A System for Visual Analysis of Sensor-based Motor Activity Predictions",10.1111/cgf.13424,,Marco Cavallo;Çagatay Demiralp,
EuroVis,2018,"ThreadReconstructor: Modeling Reply-Chains to Untangle Conversational Text through Visual Analytics",10.1111/cgf.13425,,Mennatallah El-Assady;Rita Sevastjanova;Daniel A. Keim;Christopher Collins 0001,
EuroVis,2018,"A General Illumination Model for Molecular Visualization",10.1111/cgf.13426,,Pedro Hermosilla;Pere-Pau Vázquez;Àlvar Vinacua;Timo Ropinski,
EuroVis,2018,"Analyzing Residue Surface Proximity to Interpret Molecular Dynamics",10.1111/cgf.13427,,Nils Lichtenberg;Raphael Menges;V. Ageev;Ajay Abisheck Paul George;P. Heimer;Diana Imhof;Kai Lawonn,
EuroVis,2018,"Visual Analysis of protein-ligand interactions",10.1111/cgf.13428,,Pere-Pau Vázquez;Pedro Hermosilla;Victor Guallar;Jorge Estrada;Àlvar Vinacua,
EuroVis,2018,"DimSUM: Dimension and Scale Unifying Map for Visual Abstraction of DNA Origami Structures",10.1111/cgf.13429,,Haichao Miao;Elisa De Llano;Tobias Isenberg 0001;M. Eduard Gröller;Ivan Barisic;Ivan Viola,
